"Month","WeekOfMonth","DayOfWeek","Make","AccidentArea","DayOfWeekClaimed","MonthClaimed","WeekOfMonthClaimed","Sex","MaritalStatus","Age","Fault","PolicyType","VehicleCategory","VehiclePrice","FraudFound_P","PolicyNumber","RepNumber","Deductible","DriverRating","Days_Policy_Accident","Days_Policy_Claim","PastNumberOfClaims","AgeOfVehicle","AgeOfPolicyHolder","PoliceReportFiled","WitnessPresent","AgentType","NumberOfSuppliments","AddressChange_Claim","NumberOfCars","Year","BasePolicy"
"Jan",3,"Thursday","Dodge","Urban","Friday","Jan",5,"Female","Single",29,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,725,7,400,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jun",3,"Friday","Mazda","Urban","Monday","Jun",3,"Male","Married",30,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,597,10,400,4,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Jan",1,"Sunday","Toyota","Urban","Tuesday","Jan",1,"Male","Married",64,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,69,5,400,1,"more than 30","more than 30","1","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Feb",2,"Friday","Jaguar","Rural","Tuesday","Feb",3,"Female","Single",29,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,79,16,400,1,"more than 30","more than 30","2 to 4","5 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Dec",1,"Wednesday","Honda","Urban","Monday","Jan",1,"Male","Single",0,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,85,6,400,2,"more than 30","more than 30","more than 4","new","16 to 17","No","No","External","none","4 to 8 years","2 vehicles",1994,"Liability"
"Mar",2,"Sunday","Toyota","Urban","Monday","Mar",3,"Male","Married",32,"Third Party","Sedan - Collision","Sedan","more than 69000",0,505,3,400,2,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","1 to 2","4 to 8 years","2 vehicles",1994,"Collision"
"Apr",1,"Tuesday","Honda","Urban","Friday","Apr",2,"Male","Single",29,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,135,16,400,4,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Mar",2,"Sunday","Pontiac","Urban","Monday","Mar",2,"Male","Married",29,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,136,6,400,2,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Aug",4,"Monday","Pontiac","Urban","Tuesday","Aug",4,"Male","Single",49,"Policy Holder","Utility - All Perils","Utility","more than 69000",0,859,8,400,1,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Oct",1,"Wednesday","Chevrolet","Rural","Thursday","Oct",1,"Female","Married",34,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,785,15,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Mar",5,"Wednesday","Pontiac","Rural","Tuesday","Apr",1,"Female","Married",45,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,315,4,400,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Mar",3,"Thursday","Honda","Urban","Thursday","Jun",4,"Male","Married",21,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,27,1,400,2,"more than 30","more than 30","more than 4","5 years","26 to 30","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Dec",1,"Thursday","Honda","Urban","Monday","Dec",1,"Female","Single",27,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,663,7,400,1,"more than 30","more than 30","1","5 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Mar",3,"Saturday","Honda","Urban","Monday","Mar",3,"Male","Single",31,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,375,10,400,4,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"May",1,"Wednesday","Toyota","Urban","Friday","May",2,"Male","Married",44,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,871,16,400,4,"more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Jun",4,"Friday","Mazda","Urban","Thursday","Jun",5,"Male","Single",35,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,589,2,400,2,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","1 to 2","4 to 8 years","2 vehicles",1994,"Collision"
"Sep",4,"Sunday","Mazda","Urban","Thursday","Sep",5,"Female","Married",27,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,795,1,400,4,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",2,"Monday","Pontiac","Urban","Friday","Jan",3,"Male","Married",33,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",1,534,7,400,3,"more than 30","more than 30","2 to 4","5 years","31 to 35","No","No","External","1 to 2","no change","3 to 4",1994,"Collision"
"Apr",4,"Saturday","Mercury","Urban","Tuesday","May",1,"Male","Single",28,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,722,3,400,1,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jan",2,"Sunday","Chevrolet","Urban","Wednesday","Jan",3,"Male","Married",78,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,274,11,400,1,"more than 30","more than 30","1","more than 7","over 65","No","No","External","more than 5","1 year","2 vehicles",1994,"Collision"
"Jun",1,"Wednesday","Pontiac","Urban","Friday","Jun",1,"Male","Married",60,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,921,14,400,2,"more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Jun",1,"Tuesday","Toyota","Urban","Wednesday","Jun",2,"Male","Married",29,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,707,16,400,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Feb",2,"Saturday","Pontiac","Rural","Tuesday","Feb",4,"Male","Married",72,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,552,16,400,2,"more than 30","more than 30","2 to 4","more than 7","over 65","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Dec",5,"Friday","Honda","Urban","Monday","Jan",2,"Male","Single",0,"Policy Holder","Utility - All Perils","Utility","more than 69000",1,316,14,400,1,"more than 30","more than 30","1","new","16 to 17","No","No","External","none","4 to 8 years","2 vehicles",1994,"All Perils"
"May",4,"Friday","Pontiac","Rural","Tuesday","Jun",2,"Male","Married",62,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,919,9,500,3,"more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","none","2 to 3 years","1 vehicle",1994,"Collision"
"Jan",5,"Friday","Pontiac","Rural","Monday","Jan",5,"Male","Single",26,"Policy Holder","Sedan - All Perils","Sedan","40000 to 59000",1,901,7,400,1,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jun",1,"Saturday","Toyota","Rural","Tuesday","Jun",2,"Male","Single",23,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,488,1,400,2,"more than 30","more than 30","1","6 years","26 to 30","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Sep",1,"Tuesday","Toyota","Urban","Thursday","Sep",2,"Male","Married",41,"Policy Holder","Sedan - Collision","Sedan","less than 20000",0,590,9,700,2,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jul",3,"Saturday","Pontiac","Urban","Thursday","Sep",2,"Male","Married",37,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,695,16,400,2,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",4,"Monday","Honda","Urban","Tuesday","Jan",4,"Male","Single",30,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,34,2,400,4,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Mar",1,"Monday","Mazda","Urban","Monday","Mar",4,"Male","Married",49,"Third Party","Sedan - All Perils","Sedan","30000 to 39000",0,748,1,400,3,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"May",1,"Monday","Toyota","Urban","Thursday","May",1,"Male","Married",65,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,801,1,400,2,"more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Oct",5,"Saturday","Pontiac","Urban","Wednesday","Nov",1,"Male","Married",26,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,653,2,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Feb",2,"Wednesday","Honda","Urban","Friday","Feb",2,"Male","Married",41,"Third Party","Sedan - Collision","Sedan","less than 20000",0,527,10,400,1,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Mar",5,"Monday","Toyota","Urban","Tuesday","Apr",1,"Male","Married",28,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,677,6,400,2,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Sep",3,"Friday","Pontiac","Urban","Tuesday","Sep",3,"Female","Married",41,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,887,13,400,2,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jun",1,"Thursday","Chevrolet","Urban","Thursday","Oct",4,"Male","Married",47,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,109,1,400,1,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Oct",4,"Tuesday","Pontiac","Rural","Wednesday","Nov",1,"Male","Married",55,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,481,10,400,1,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Dec",4,"Thursday","Chevrolet","Urban","Monday","Jan",1,"Male","Married",26,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",1,233,12,400,2,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",3,"Monday","Honda","Urban","Monday","Jan",3,"Male","Single",0,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,295,11,400,1,"more than 30","more than 30","2 to 4","new","16 to 17","No","No","External","none","4 to 8 years","2 vehicles",1994,"Liability"
"Jul",2,"Sunday","Chevrolet","Urban","Tuesday","Jul",2,"Male","Married",53,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,890,6,400,4,"more than 30","more than 30","more than 4","7 years","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jan",3,"Friday","Toyota","Urban","Tuesday","Jan",4,"Male","Single",26,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,593,12,400,1,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Mar",4,"Thursday","Mercury","Urban","Friday","Mar",4,"Male","Married",29,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,235,16,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Sep",4,"Saturday","Honda","Urban","Thursday","Sep",5,"Male","Married",38,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,652,16,700,2,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","1 to 2","4 to 8 years","2 vehicles",1994,"All Perils"
"May",2,"Monday","Honda","Urban","Monday","May",2,"Male","Married",44,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,915,9,400,2,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Dec",3,"Tuesday","Pontiac","Urban","Monday","Jan",5,"Male","Single",33,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,303,9,400,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"May",2,"Thursday","Mazda","Urban","Tuesday","May",3,"Female","Single",26,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,916,5,400,3,"more than 30","more than 30","1","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Sep",5,"Thursday","Honda","Urban","Wednesday","Oct",3,"Male","Married",31,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,624,7,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Apr",3,"Monday","Toyota","Urban","Monday","Apr",3,"Male","Married",51,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,712,16,400,4,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Dec",3,"Thursday","Honda","Urban","Monday","Jan",1,"Male","Married",39,"Policy Holder","Sport - Collision","Sport","more than 69000",1,195,13,400,3,"more than 30","more than 30","none","more than 7","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Nov",1,"Friday","Toyota","Urban","Monday","Nov",1,"Male","Married",43,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,331,5,400,2,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Mar",3,"Monday","Pontiac","Urban","Tuesday","Apr",1,"Male","Married",60,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,26,16,400,4,"more than 30","more than 30","more than 4","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jan",3,"Friday","Ford","Urban","Friday","Jan",3,"Male","Married",28,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,13,11,400,1,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Oct",5,"Friday","Honda","Urban","Thursday","Nov",2,"Male","Married",47,"Policy Holder","Sport - Collision","Sport","more than 69000",0,3,7,400,3,"more than 30","more than 30","1","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Sep",5,"Thursday","Honda","Urban","Wednesday","Oct",1,"Male","Married",67,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,352,7,400,2,"more than 30","more than 30","2 to 4","7 years","over 65","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"May",1,"Wednesday","Pontiac","Urban","Wednesday","May",2,"Male","Single",22,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,477,5,400,3,"more than 30","more than 30","2 to 4","5 years","26 to 30","No","No","External","none","no change","1 vehicle",1994,"Collision"
"May",3,"Friday","Pontiac","Urban","Thursday","Jun",2,"Male","Married",54,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,842,5,400,3,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",3,"Sunday","Toyota","Urban","Monday","Jul",4,"Male","Married",60,"Third Party","Sedan - All Perils","Sedan","more than 69000",0,777,12,400,2,"more than 30","more than 30","2 to 4","5 years","51 to 65","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Dec",2,"Friday","Chevrolet","Urban","Friday","Jan",2,"Male","Married",33,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",1,161,12,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Nov",4,"Tuesday","Honda","Urban","Thursday","Nov",4,"Male","Married",55,"Policy Holder","Sport - Collision","Sport","more than 69000",0,39,12,400,1,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jul",2,"Wednesday","Pontiac","Urban","Wednesday","Jul",4,"Male","Married",23,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,923,16,400,4,"more than 30","more than 30","1","6 years","26 to 30","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Oct",4,"Monday","Mazda","Rural","Wednesday","Nov",2,"Male","Married",49,"Policy Holder","Utility - All Perils","Utility","more than 69000",0,412,14,400,2,"more than 30","more than 30","1","7 years","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Jul",1,"Friday","Mazda","Urban","Monday","Jul",1,"Male","Married",26,"Third Party","Sport - Collision","Sport","more than 69000",0,869,3,400,2,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Feb",2,"Monday","Toyota","Urban","Monday","Feb",2,"Male","Single",28,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,174,2,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"May",2,"Sunday","Toyota","Urban","Friday","May",2,"Female","Married",41,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,903,11,400,3,"more than 30","more than 30","1","6 years","36 to 40","No","No","External","none","no change","3 to 4",1994,"Collision"
"Apr",3,"Sunday","Saab","Urban","Friday","Apr",4,"Male","Single",30,"Third Party","Sedan - All Perils","Sedan","30000 to 39000",0,718,6,400,3,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Mar",2,"Saturday","Toyota","Urban","Tuesday","Mar",3,"Male","Married",77,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,686,3,400,4,"more than 30","more than 30","none","more than 7","over 65","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",2,"Thursday","Toyota","Urban","Thursday","Jan",2,"Male","Married",57,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,166,4,400,1,"more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Oct",3,"Tuesday","VW","Urban","Tuesday","Oct",5,"Female","Single",30,"Policy Holder","Sedan - Collision","Sedan","more than 69000",0,228,14,400,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Mar",1,"Friday","Toyota","Rural","Sunday","Mar",1,"Male","Married",36,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,358,14,500,4,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","1 to 2","2 to 3 years","2 vehicles",1994,"All Perils"
"Feb",3,"Monday","Saab","Urban","Monday","Feb",3,"Male","Single",31,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,538,13,400,4,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Apr",4,"Saturday","Chevrolet","Urban","Wednesday","May",1,"Female","Married",50,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,586,7,400,3,"more than 30","more than 30","more than 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Oct",4,"Thursday","Honda","Urban","Wednesday","Nov",3,"Male","Married",32,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,881,11,400,2,"more than 30","more than 30","1","new","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Sep",2,"Tuesday","Toyota","Urban","Thursday","Sep",3,"Male","Married",60,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,414,7,400,1,"more than 30","more than 30","none","7 years","51 to 65","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Aug",2,"Saturday","Pontiac","Urban","Sunday","Aug",4,"Male","Married",38,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,587,13,400,4,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"May",2,"Tuesday","Toyota","Urban","Friday","Sep",1,"Male","Single",23,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,111,4,400,2,"more than 30","more than 30","2 to 4","5 years","26 to 30","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Sep",5,"Thursday","Honda","Urban","Wednesday","Oct",1,"Male","Married",43,"Third Party","Sedan - All Perils","Sedan","less than 20000",0,802,11,400,4,"more than 30","more than 30","none","more than 7","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Jan",3,"Tuesday","Honda","Urban","Monday","Jan",4,"Male","Single",40,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,297,15,400,1,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Aug",5,"Tuesday","Ford","Rural","Thursday","Sep",1,"Male","Married",51,"Policy Holder","Sedan - All Perils","Sedan","40000 to 59000",0,347,10,400,2,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Jul",2,"Friday","Pontiac","Urban","Friday","Jul",2,"Male","Single",32,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,131,10,400,1,"more than 30","more than 30","more than 4","5 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"May",1,"Wednesday","Chevrolet","Urban","Monday","May",2,"Female","Single",27,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,60,4,400,4,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Jan",4,"Thursday","Honda","Urban","Friday","Jan",4,"Male","Married",46,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,344,13,400,1,"more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Feb",2,"Monday","VW","Urban","Tuesday","Feb",4,"Male","Married",36,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,173,2,400,4,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Mar",4,"Thursday","Toyota","Urban","Thursday","Mar",4,"Male","Married",44,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,743,9,400,3,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Dec",4,"Thursday","Chevrolet","Urban","Tuesday","Jan",2,"Male","Married",26,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",1,236,16,400,4,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Jun",2,"Thursday","Mazda","Urban","Friday","Jun",2,"Male","Single",27,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,183,3,400,4,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","1 year","1 vehicle",1994,"All Perils"
"Nov",3,"Friday","Pontiac","Urban","Tuesday","Nov",4,"Male","Married",33,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,609,7,400,1,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"May",5,"Sunday","Toyota","Rural","Monday","Jun",1,"Male","Single",29,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,612,5,400,2,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jun",4,"Saturday","Pontiac","Urban","Wednesday","Jun",5,"Male","Married",46,"Third Party","Sedan - All Perils","Sedan","30000 to 39000",0,603,13,400,2,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Sep",2,"Monday","Mazda","Urban","Wednesday","Sep",3,"Male","Married",34,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,415,11,400,2,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Jul",1,"Friday","Mazda","Urban","Tuesday","Jul",1,"Male","Single",31,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,673,12,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","4 to 8 years","2 vehicles",1994,"Collision"
"Oct",4,"Wednesday","Toyota","Urban","Tuesday","Nov",2,"Male","Single",31,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,753,9,400,4,"more than 30","more than 30","none","6 years","31 to 35","Yes","No","External","none","no change","1 vehicle",1994,"Liability"
"Jan",4,"Wednesday","Chevrolet","Urban","Tuesday","Feb",4,"Male","Married",46,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,158,13,400,2,"more than 30","more than 30","1","7 years","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Jun",2,"Saturday","Toyota","Urban","Wednesday","Jun",5,"Male","Married",44,"Third Party","Sedan - All Perils","Sedan","less than 20000",0,580,5,400,4,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"May",2,"Tuesday","Honda","Urban","Thursday","May",2,"Male","Married",61,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,96,15,400,4,"more than 30","more than 30","none","more than 7","51 to 65","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Feb",4,"Thursday","Toyota","Urban","Thursday","Feb",4,"Female","Single",34,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,448,8,400,1,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Mar",3,"Wednesday","Ford","Urban","Thursday","Mar",3,"Male","Married",49,"Third Party","Sedan - Collision","Sedan","more than 69000",0,321,2,400,4,"more than 30","more than 30","more than 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Jun",2,"Friday","Honda","Urban","Tuesday","Jun",3,"Male","Single",0,"Policy Holder","Sedan - Collision","Sedan","more than 69000",0,614,4,400,4,"more than 30","more than 30","2 to 4","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Feb",2,"Sunday","Toyota","Urban","Monday","Feb",2,"Male","Single",22,"Third Party","Sedan - All Perils","Sedan","30000 to 39000",0,125,6,400,3,"more than 30","more than 30","none","6 years","26 to 30","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Nov",1,"Sunday","Pontiac","Urban","Monday","Nov",2,"Male","Married",33,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,628,4,400,1,"more than 30","more than 30","more than 4","7 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Mar",4,"Sunday","Mazda","Urban","Tuesday","Mar",5,"Male","Married",28,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,460,15,500,4,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","3 to 5","2 to 3 years","1 vehicle",1994,"Collision"
"Dec",4,"Wednesday","Mercury","Urban","Thursday","Jan",1,"Male","Married",42,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,139,2,400,2,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
