"Month","WeekOfMonth","DayOfWeek","Make","AccidentArea","DayOfWeekClaimed","MonthClaimed","WeekOfMonthClaimed","Sex","MaritalStatus","Age","Fault","PolicyType","VehicleCategory","VehiclePrice","FraudFound_P","PolicyNumber","RepNumber","Deductible","DriverRating","Days_Policy_Accident","Days_Policy_Claim","PastNumberOfClaims","AgeOfVehicle","AgeOfPolicyHolder","PoliceReportFiled","WitnessPresent","AgentType","NumberOfSuppliments","AddressChange_Claim","NumberOfCars","Year","BasePolicy"
"Oct",2,"Friday","Mazda","Urban","Monday","Oct",3,"Female","Married",37,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,1652,3,400,4,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Oct",2,"Wednesday","Chevrolet","Rural","Monday","Dec",2,"Male","Married",44,"Policy Holder","Utility - All Perils","Utility","more than 69000",0,1653,1,400,1,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Mar",1,"Tuesday","Chevrolet","Urban","Thursday","Mar",1,"Female","Married",55,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,1654,15,400,2,"more than 30","more than 30","2 to 4","5 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Dec",2,"Wednesday","Mazda","Urban","Friday","Feb",1,"Male","Married",26,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,1655,1,400,3,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Oct",3,"Sunday","Mazda","Urban","Monday","Oct",3,"Male","Married",34,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,1656,6,400,1,"more than 30","more than 30","2 to 4","7 years","31 to 35","Yes","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jan",3,"Wednesday","Honda","Urban","Thursday","Mar",3,"Male","Single",58,"Policy Holder","Sport - Collision","Sport","more than 69000",0,1657,7,400,4,"more than 30","more than 30","none","7 years","51 to 65","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Jan",4,"Thursday","Pontiac","Urban","Friday","Feb",2,"Male","Married",50,"Third Party","Sedan - All Perils","Sedan","less than 20000",0,1658,13,400,4,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Mar",2,"Thursday","Toyota","Urban","Monday","Mar",3,"Male","Married",32,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,1659,14,400,2,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Mar",1,"Wednesday","Mazda","Urban","Wednesday","Mar",1,"Male","Married",50,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,1660,3,400,4,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","3 to 5","4 to 8 years","2 vehicles",1994,"Liability"
"Mar",1,"Tuesday","Pontiac","Rural","Wednesday","Mar",2,"Male","Married",34,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",1,1661,6,400,4,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",3,"Friday","Chevrolet","Urban","Wednesday","Jan",4,"Male","Married",60,"Policy Holder","Utility - All Perils","Utility","more than 69000",0,1662,14,400,3,"more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Jan",4,"Sunday","Chevrolet","Urban","Wednesday","Feb",1,"Male","Single",28,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,1663,1,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Jun",2,"Friday","Toyota","Urban","Tuesday","Jun",4,"Male","Married",32,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1664,3,400,1,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Nov",4,"Saturday","Pontiac","Urban","Friday","Dec",1,"Male","Married",43,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1665,9,400,1,"more than 30","more than 30","1","6 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Feb",2,"Friday","Toyota","Urban","Saturday","Feb",2,"Female","Single",35,"Third Party","Sedan - Liability","Sport","30000 to 39000",0,1666,7,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Dec",4,"Friday","Honda","Urban","Tuesday","Dec",4,"Male","Married",29,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,1667,11,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Mar",1,"Tuesday","Pontiac","Urban","Monday","Mar",2,"Male","Single",42,"Third Party","Sedan - Collision","Sedan","less than 20000",0,1668,6,400,1,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"May",1,"Sunday","Honda","Urban","Monday","May",1,"Male","Single",0,"Policy Holder","Sedan - Collision","Sedan","more than 69000",0,1669,6,400,3,"more than 30","more than 30","none","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"Collision"
"May",1,"Tuesday","Toyota","Urban","Tuesday","May",2,"Male","Married",58,"Policy Holder","Sedan - Collision","Sedan","more than 69000",0,1670,16,400,2,"more than 30","more than 30","1","more than 7","51 to 65","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"May",1,"Wednesday","Mazda","Urban","Wednesday","Jun",2,"Male","Married",52,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,1671,6,400,4,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Jun",5,"Thursday","Honda","Urban","Tuesday","Jul",1,"Male","Single",35,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,1672,3,400,2,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Nov",4,"Monday","Chevrolet","Rural","Monday","Nov",4,"Male","Married",42,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,1673,2,400,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Dec",3,"Wednesday","Saab","Urban","Thursday","Dec",5,"Male","Married",34,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,1674,16,400,4,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",5,"Tuesday","Honda","Urban","Tuesday","Jan",5,"Male","Married",44,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1675,9,700,1,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Mar",1,"Wednesday","Honda","Urban","Monday","Mar",2,"Male","Single",0,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",1,1676,15,400,4,"more than 30","more than 30","none","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",5,"Monday","Chevrolet","Rural","Monday","Jan",5,"Male","Married",38,"Policy Holder","Utility - All Perils","Utility","more than 69000",0,1677,9,400,1,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Jan",4,"Wednesday","Pontiac","Urban","Friday","Feb",1,"Male","Married",37,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,1678,7,400,4,"more than 30","more than 30","2 to 4","6 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Apr",4,"Sunday","Chevrolet","Urban","Monday","May",1,"Male","Married",29,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,1679,14,400,2,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Mar",1,"Wednesday","Toyota","Urban","Monday","Mar",2,"Female","Married",45,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",1,1680,4,400,1,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"May",4,"Tuesday","Toyota","Urban","Wednesday","May",4,"Female","Single",44,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,1681,2,400,3,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","4 to 8 years","2 vehicles",1994,"All Perils"
"Jun",5,"Tuesday","Pontiac","Rural","Monday","Oct",2,"Male","Married",65,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,1682,16,400,1,"more than 30","more than 30","1","more than 7","51 to 65","No","No","External","none","no change","3 to 4",1994,"Liability"
"Mar",1,"Wednesday","Accura","Urban","Tuesday","Mar",2,"Male","Married",38,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",1,1683,9,400,2,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Sep",2,"Saturday","Accura","Urban","Monday","Sep",2,"Male","Married",42,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1684,15,500,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","2 to 3 years","1 vehicle",1994,"Collision"
"Mar",1,"Wednesday","Chevrolet","Rural","Friday","Mar",1,"Male","Single",30,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",1,1685,9,400,2,"more than 30","more than 30","1","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Oct",2,"Monday","Pontiac","Urban","Monday","Oct",2,"Male","Single",33,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1686,14,400,1,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Mar",1,"Wednesday","Ford","Urban","Friday","Mar",1,"Male","Single",32,"Policy Holder","Sedan - Collision","Sedan","40000 to 59000",1,1687,8,400,2,"more than 30","more than 30","2 to 4","3 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Oct",2,"Thursday","Chevrolet","Urban","Tuesday","Oct",3,"Female","Married",49,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1688,9,400,1,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Mar",1,"Wednesday","Honda","Urban","Friday","Mar",1,"Male","Single",0,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",1,1689,7,400,4,"more than 30","more than 30","none","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Mar",1,"Wednesday","Toyota","Rural","Wednesday","Mar",1,"Male","Single",34,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",1,1690,8,400,4,"more than 30","more than 30","1","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Dec",3,"Wednesday","Saturn","Urban","Friday","Jan",4,"Male","Married",31,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,1691,3,400,2,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",3,"Sunday","Mazda","Urban","Wednesday","Jan",4,"Male","Married",40,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1692,12,400,1,"more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Jan",4,"Friday","Toyota","Urban","Thursday","Feb",1,"Male","Single",33,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,1693,3,400,2,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Jan",4,"Friday","Chevrolet","Urban","Monday","Jan",5,"Male","Single",35,"Policy Holder","Sedan - Collision","Sedan","60000 to 69000",0,1694,2,400,2,"more than 30","more than 30","1","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"May",4,"Thursday","Mazda","Urban","Monday","Jun",2,"Female","Married",39,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1695,4,400,4,"more than 30","more than 30","1","more than 7","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"May",5,"Sunday","Pontiac","Urban","Thursday","Jun",1,"Male","Married",36,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,1696,5,400,1,"more than 30","more than 30","2 to 4","6 years","36 to 40","No","No","Internal","1 to 2","no change","1 vehicle",1994,"Liability"
"Jun",2,"Sunday","Ford","Urban","Tuesday","Jun",2,"Male","Married",30,"Policy Holder","Sedan - Liability","Sport","60000 to 69000",0,1697,2,400,3,"more than 30","more than 30","more than 4","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jun",2,"Tuesday","Toyota","Urban","Tuesday","Jun",2,"Female","Single",30,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1698,10,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jul",4,"Monday","Toyota","Urban","Tuesday","Jul",4,"Male","Married",54,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1699,14,400,3,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Aug",2,"Sunday","Honda","Urban","Wednesday","Oct",2,"Male","Married",31,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1700,9,400,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Oct",1,"Sunday","Pontiac","Urban","Tuesday","Oct",2,"Male","Married",51,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,1701,16,400,2,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Oct",1,"Tuesday","Chevrolet","Urban","Tuesday","Oct",1,"Male","Married",45,"Third Party","Sedan - Liability","Sport","30000 to 39000",0,1702,7,400,4,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","more than 5","4 to 8 years","2 vehicles",1994,"Liability"
"Oct",1,"Friday","Pontiac","Urban","Wednesday","Oct",2,"Male","Married",36,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,1703,3,400,4,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Oct",2,"Thursday","VW","Urban","Friday","Oct",2,"Male","Single",59,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,1704,6,400,1,"more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Dec",2,"Thursday","Honda","Rural","Monday","Dec",2,"Male","Married",37,"Policy Holder","Sedan - Collision","Sedan","less than 20000",0,1705,9,400,3,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Nov",2,"Saturday","Mazda","Urban","Wednesday","Nov",4,"Female","Married",39,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1706,3,700,2,"more than 30","more than 30","1","more than 7","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Oct",4,"Saturday","Accura","Urban","Monday","Oct",4,"Male","Married",55,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,1707,7,400,4,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Oct",4,"Monday","Nisson","Rural","Thursday","Oct",4,"Male","Married",43,"Policy Holder","Utility - Collision","Utility","more than 69000",0,1708,5,400,2,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Oct",4,"Saturday","Dodge","Urban","Monday","Oct",4,"Male","Single",27,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1709,8,400,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Oct",3,"Thursday","Mazda","Urban","Friday","Oct",3,"Male","Married",29,"Policy Holder","Sedan - Collision","Sedan","more than 69000",0,1710,13,400,1,"more than 30","more than 30","1","7 years","31 to 35","Yes","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Oct",1,"Wednesday","Accura","Urban","Friday","Oct",4,"Male","Married",33,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,1711,8,400,3,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Oct",1,"Sunday","Mazda","Urban","Thursday","Oct",4,"Male","Married",39,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1712,9,400,2,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Sep",3,"Thursday","Pontiac","Urban","Thursday","Sep",3,"Male","Married",54,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1713,7,400,2,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Aug",5,"Wednesday","Toyota","Urban","Friday","Oct",4,"Female","Married",27,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,1714,12,400,4,"more than 30","more than 30","more than 4","7 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Jul",5,"Friday","Toyota","Urban","Friday","Jul",5,"Male","Married",30,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1715,15,400,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jul",4,"Friday","Toyota","Urban","Tuesday","Oct",3,"Female","Single",27,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1716,15,400,3,"more than 30","more than 30","none","4 years","31 to 35","Yes","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Jun",2,"Wednesday","Accura","Urban","Tuesday","Jun",2,"Male","Married",31,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,1717,7,400,2,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jun",2,"Wednesday","Chevrolet","Urban","Monday","Jun",4,"Male","Married",46,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,1718,5,400,1,"more than 30","more than 30","1","more than 7","41 to 50","No","No","Internal","1 to 2","no change","1 vehicle",1994,"Collision"
"May",5,"Tuesday","Ford","Urban","Thursday","Jun",1,"Male","Married",53,"Policy Holder","Sedan - Liability","Sport","60000 to 69000",0,1719,9,400,3,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","Internal","3 to 5","no change","1 vehicle",1994,"Liability"
"Jun",1,"Thursday","Chevrolet","Rural","Friday","Jun",1,"Female","Single",31,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,1720,4,400,3,"more than 30","more than 30","2 to 4","5 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"May",5,"Sunday","Honda","Urban","Monday","May",5,"Male","Married",48,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,1721,8,400,4,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"May",3,"Monday","Toyota","Urban","Thursday","May",3,"Female","Single",80,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,1722,15,400,2,"more than 30","more than 30","1","7 years","over 65","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"May",1,"Friday","Toyota","Urban","Friday","May",2,"Female","Single",33,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1723,9,400,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","4 to 8 years","3 to 4",1994,"Collision"
"May",1,"Monday","Honda","Urban","Wednesday","Jun",4,"Male","Married",48,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,1724,4,400,3,"more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Apr",3,"Sunday","Toyota","Urban","Monday","May",2,"Male","Married",36,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,1725,5,400,4,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Apr",1,"Thursday","Toyota","Urban","Tuesday","Apr",4,"Male","Married",30,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,1726,13,400,2,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Mar",2,"Monday","Toyota","Urban","Monday","Mar",2,"Female","Married",32,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1727,9,400,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Feb",2,"Tuesday","VW","Urban","Wednesday","Feb",2,"Male","Single",51,"Third Party","Sedan - Liability","Sport","40000 to 59000",0,1728,1,400,3,"more than 30","more than 30","1","7 years","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Feb",1,"Monday","Pontiac","Urban","Wednesday","Feb",3,"Male","Married",51,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,1729,15,400,2,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Feb",1,"Monday","Toyota","Urban","Wednesday","Feb",2,"Female","Married",31,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1730,11,400,4,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","more than 5","1 year","1 vehicle",1994,"Liability"
"Feb",1,"Monday","Pontiac","Urban","Tuesday","Feb",2,"Female","Married",33,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1731,11,400,3,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Feb",1,"Monday","Honda","Urban","Wednesday","Feb",3,"Female","Married",41,"Policy Holder","Sport - Collision","Sport","more than 69000",0,1732,16,400,4,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Mar",1,"Friday","Honda","Urban","Wednesday","Mar",2,"Male","Married",54,"Third Party","Sport - Collision","Sport","more than 69000",0,1733,7,400,3,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Feb",1,"Wednesday","Accura","Urban","Thursday","Feb",3,"Male","Married",45,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,1734,14,400,2,"more than 30","more than 30","1","more than 7","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Feb",1,"Wednesday","Toyota","Urban","Tuesday","Feb",2,"Male","Married",49,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1735,4,500,2,"more than 30","more than 30","more than 4","more than 7","41 to 50","No","No","External","more than 5","2 to 3 years","1 vehicle",1994,"Liability"
"Jan",5,"Tuesday","Mazda","Urban","Thursday","Feb",3,"Male","Married",55,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,1736,13,400,1,"more than 30","more than 30","1","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Mar",1,"Saturday","Honda","Urban","Wednesday","Mar",3,"Male","Single",0,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",1,1737,16,400,1,"more than 30","more than 30","none","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Mar",1,"Saturday","Toyota","Urban","Tuesday","Mar",2,"Male","Married",36,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",1,1738,4,400,4,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Jan",5,"Tuesday","Honda","Urban","Wednesday","Feb",1,"Male","Single",33,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1739,15,400,2,"more than 30","more than 30","none","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jan",4,"Friday","Mazda","Urban","Tuesday","Feb",2,"Female","Single",27,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,1740,3,400,1,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Jan",5,"Saturday","Toyota","Urban","Monday","Feb",1,"Male","Married",29,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,1741,6,400,1,"more than 30","more than 30","more than 4","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jan",4,"Thursday","Mazda","Urban","Friday","Jan",4,"Female","Single",29,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,1742,8,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",4,"Tuesday","Toyota","Urban","Wednesday","Feb",2,"Female","Married",45,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,1743,16,400,3,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Jan",4,"Wednesday","Honda","Urban","Thursday","Jan",4,"Male","Married",34,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,1744,9,400,2,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","1 to 2","4 to 8 years","2 vehicles",1994,"Collision"
"Jan",4,"Saturday","Pontiac","Urban","Tuesday","Jan",5,"Male","Single",31,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1745,13,400,3,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Mar",1,"Saturday","Honda","Urban","Wednesday","Mar",2,"Female","Married",40,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,1746,3,400,2,"more than 30","more than 30","none","6 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Jan",4,"Monday","Mazda","Urban","Thursday","Jan",4,"Male","Single",18,"Policy Holder","Sport - Collision","Sport","more than 69000",0,1747,6,400,1,"more than 30","more than 30","none","5 years","21 to 25","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",4,"Saturday","Honda","Urban","Thursday","Jan",4,"Male","Married",55,"Policy Holder","Sport - Collision","Sport","more than 69000",0,1748,15,400,1,"more than 30","more than 30","none","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",4,"Monday","Toyota","Urban","Wednesday","Jan",4,"Male","Single",37,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,1749,16,400,2,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jan",3,"Friday","Pontiac","Urban","Wednesday","Jan",4,"Male","Married",48,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,1750,4,400,1,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jan",3,"Saturday","Ford","Urban","Monday","Jan",3,"Male","Married",38,"Policy Holder","Sedan - Collision","Sedan","more than 69000",0,1751,14,400,3,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
